title,year,genres,imdb,intent_1,intent_2,cluster_1,cluster_2,joy,sadness,fear,anger,disgust,surprise,trust,anticipation,curiosity,excitement,hope,love,guilt,shame,gratitude,loneliness,confidence,determination,regret,relief,nostalgia,compassion,anxiety,inspiration
Srikanth,2018,Comedy|Drama,7.1,inspiration,comfort,engagement,dark_intensity,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
The Two Popes,2018,Drama|Romance,8.3,inspiration,catharsis,dark_intensity,dark_intensity,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Blade,2018,Horror|Thriller,6.3,inspiration,,engagement,,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Shaitaan,2018,Sport|Drama,5.4,inspiration,,engagement,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Deadpool and Wolverine,2018,Sci-Fi|Action,7.1,catharsis,adrenaline,dark_intensity,emotional_pain,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Sita Ramam,2018,Action|Adventure,6.6,nostalgia,adrenaline,meaning_growth,dark_intensity,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Chup Revenge of the Artist,2018,Drama|Romance,6.7,comfort,contemplation,dark_intensity,engagement,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Barbie,2018,Sport|Drama,5.1,catharsis,romance,meaning_growth,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Devil All the Time,2018,Musical|Drama,6.5,catharsis,,emotional_pain,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Moana 2,2018,Comedy|Drama,7.7,comfort,romance,positive_energy,engagement,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Runway 34,2018,Western|Action,7.1,comfort,catharsis,engagement,engagement,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
La La Land,2018,Documentary,7.7,inspiration,nostalgia,dark_intensity,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Killers of the Flower Moon,2018,Biography|Drama,6.0,romance,romance,positive_energy,meaning_growth,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Transformers Age of Extinction,2018,Thriller|Mystery,5.1,comfort,nostalgia,dark_intensity,engagement,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
American Hustle,2018,Animation|Comedy,5.3,inspiration,adrenaline,emotional_pain,dark_intensity,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Oppenheimer,2018,Biography|Drama,8.0,catharsis,,meaning_growth,dark_intensity,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Panchayat,2018,Animation|Comedy,8.0,nostalgia,adrenaline,meaning_growth,dark_intensity,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Ferrari,2018,Biography|Drama,8.3,comfort,comfort,dark_intensity,dark_intensity,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Inside Out 2,2018,Romance|Comedy,5.9,contemplation,catharsis,emotional_pain,positive_energy,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
The Trial of the Chicago 7,2018,Drama|Romance,7.2,inspiration,romance,emotional_pain,dark_intensity,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Dawn of the Planet of the Apes,2018,Drama|Romance,8.9,comfort,nostalgia,dark_intensity,positive_energy,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Selfiee,2018,Musical|Drama,5.6,catharsis,romance,dark_intensity,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Manjummel Boys,2018,Biography|Drama,8.4,romance,romance,emotional_pain,engagement,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Ganapath,2018,Musical|Drama,8.9,inspiration,romance,emotional_pain,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Hell or High Water,2018,Crime|Drama,5.8,comfort,contemplation,emotional_pain,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Gangs of Wasseypur,2018,Comedy|Drama,7.1,nostalgia,catharsis,engagement,positive_energy,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
The Kashmir Files,2018,Drama|Romance,8.5,contemplation,catharsis,emotional_pain,meaning_growth,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Greyhound,2018,Fantasy|Adventure,8.8,adrenaline,catharsis,meaning_growth,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Taare Zameen Par,2018,Thriller|Mystery,8.0,nostalgia,,meaning_growth,,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Renfield,2018,Western|Action,8.7,inspiration,comfort,positive_energy,emotional_pain,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Nocturnal Animals,2018,War|Drama,6.2,romance,,emotional_pain,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Bhediya,2018,Sport|Drama,8.0,romance,catharsis,positive_energy,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Mad Max Fury Road,2018,Musical|Drama,5.2,nostalgia,catharsis,meaning_growth,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Oppenheimer,2018,Crime|Drama,7.2,inspiration,nostalgia,positive_energy,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Spider-Man Far From Home,2018,Animation|Comedy,6.3,catharsis,catharsis,emotional_pain,dark_intensity,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Birdman,2019,Crime|Drama,8.1,catharsis,,emotional_pain,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Interstellar,2019,War|Drama,5.7,comfort,,meaning_growth,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Shehzada,2019,Drama|Romance,7.1,nostalgia,contemplation,engagement,engagement,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Barfi,2019,Sci-Fi|Action,8.4,contemplation,contemplation,meaning_growth,engagement,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Hobbs and Shaw,2019,Documentary,6.5,inspiration,,emotional_pain,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
BlackBerry,2019,Action|Adventure,7.1,catharsis,adrenaline,engagement,dark_intensity,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Teri Baaton Mein Aisa Uljha Jiya,2019,Fantasy|Adventure,5.1,nostalgia,nostalgia,meaning_growth,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Mission Raniganj,2019,Thriller|Mystery,7.1,contemplation,catharsis,dark_intensity,dark_intensity,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
The Hunger Games Mockingjay Part 1,2019,War|Drama,6.1,catharsis,contemplation,positive_energy,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Amazing Spider-Man 2,2019,Documentary,7.3,comfort,catharsis,positive_energy,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Jackie,2019,Comedy|Drama,7.6,nostalgia,adrenaline,engagement,emotional_pain,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
The Lion King,2019,Western|Action,7.2,adrenaline,adrenaline,meaning_growth,engagement,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Blonde,2019,Musical|Drama,7.6,romance,contemplation,dark_intensity,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Thor Ragnarok,2019,Biography|Drama,5.8,nostalgia,,positive_energy,engagement,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Bill and Ted Face the Music,2019,Comedy|Drama,7.7,romance,adrenaline,meaning_growth,positive_energy,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Elvis,2019,Animation|Comedy,7.3,nostalgia,nostalgia,engagement,positive_energy,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Doctor Strange in the Multiverse of Madness,2019,Biography|Drama,7.3,nostalgia,nostalgia,dark_intensity,positive_energy,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Furious 7,2019,Western|Action,8.0,contemplation,contemplation,dark_intensity,,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Are You There God Its Me Margaret,2019,Drama|Romance,5.4,contemplation,contemplation,positive_energy,dark_intensity,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Warcraft,2019,Romance|Comedy,5.1,romance,,emotional_pain,meaning_growth,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Superman Legacy,2019,Western|Action,6.7,comfort,nostalgia,engagement,dark_intensity,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
The Family Man,2019,Biography|Drama,7.9,adrenaline,inspiration,meaning_growth,emotional_pain,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Three Billboards Outside Ebbing Missouri,2019,Sci-Fi|Action,8.0,romance,comfort,engagement,engagement,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
F9 The Fast Saga,2019,Fantasy|Adventure,6.8,nostalgia,inspiration,engagement,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Khel Khel Mein,2019,Comedy|Drama,5.7,catharsis,nostalgia,engagement,engagement,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Venom,2019,War|Drama,7.2,inspiration,comfort,emotional_pain,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Raayan,2019,Fantasy|Adventure,6.7,nostalgia,contemplation,dark_intensity,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
X-Men Days of Future Past,2019,Horror|Thriller,7.7,contemplation,romance,positive_energy,positive_energy,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Pathaan,2019,Sport|Drama,5.6,contemplation,nostalgia,positive_energy,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Sirf Ek Bandaa Kaafi Hai,2019,Fantasy|Adventure,6.9,adrenaline,comfort,positive_energy,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Holdovers,2019,Sport|Drama,7.4,contemplation,,engagement,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Vettaiyan,2019,Fantasy|Adventure,5.0,catharsis,comfort,dark_intensity,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Wolf of Wall Street,2019,Romance|Comedy,6.8,catharsis,romance,positive_energy,positive_energy,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Bulbbul,2019,Sport|Drama,6.3,catharsis,comfort,positive_energy,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
A Complete Unknown,2019,Sport|Drama,8.9,nostalgia,catharsis,positive_energy,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Jailer,2019,Crime|Drama,8.3,catharsis,comfort,engagement,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Bhaag Milkha Bhaag,2019,Animation|Comedy,7.4,inspiration,romance,dark_intensity,engagement,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
The Menu,2019,Animation|Comedy,6.8,romance,contemplation,emotional_pain,,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Prisoners,2019,Sci-Fi|Action,7.5,contemplation,inspiration,meaning_growth,,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Crazy Rich Asians,2019,Western|Action,5.3,inspiration,,dark_intensity,emotional_pain,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Rockstar,2019,Drama|Romance,8.2,romance,contemplation,engagement,meaning_growth,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Patriots Day,2019,Horror|Thriller,7.6,adrenaline,nostalgia,positive_energy,emotional_pain,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Chhello Show,2019,Action|Adventure,5.4,contemplation,catharsis,emotional_pain,positive_energy,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Ex Machina,2019,Documentary,8.1,inspiration,romance,positive_energy,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Old Guard,2019,Sport|Drama,5.4,catharsis,contemplation,engagement,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Godzilla vs Kong,2019,Sci-Fi|Action,6.4,romance,,meaning_growth,dark_intensity,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Sound of Metal,2019,War|Drama,6.9,catharsis,,positive_energy,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Chhichhore,2019,Fantasy|Adventure,5.2,comfort,contemplation,engagement,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Color Purple,2019,Thriller|Mystery,7.7,contemplation,catharsis,dark_intensity,meaning_growth,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Swatantrya Veer Savarkar,2019,Romance|Comedy,7.2,catharsis,catharsis,emotional_pain,,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Laxmii,2020,Horror|Thriller,7.6,catharsis,nostalgia,engagement,,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Fukrey 3,2020,Documentary,7.4,catharsis,adrenaline,meaning_growth,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Rogue One,2020,Crime|Drama,8.0,nostalgia,contemplation,dark_intensity,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Little Mermaid,2020,Horror|Thriller,6.5,contemplation,,engagement,positive_energy,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Kapoor and Sons,2020,Romance|Comedy,7.4,inspiration,nostalgia,dark_intensity,engagement,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Jawan,2020,War|Drama,8.4,inspiration,romance,positive_energy,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Andhadhun,2020,Comedy|Drama,7.7,romance,contemplation,meaning_growth,positive_energy,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Living,2020,Horror|Thriller,6.5,contemplation,nostalgia,emotional_pain,dark_intensity,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Kai Po Che,2020,Western|Action,6.7,catharsis,romance,dark_intensity,meaning_growth,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Drishyam 2,2020,Fantasy|Adventure,5.6,romance,,dark_intensity,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
45 Years,2020,War|Drama,8.8,catharsis,romance,meaning_growth,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Scam 1992,2020,Sport|Drama,6.6,catharsis,nostalgia,emotional_pain,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Half of It,2020,Horror|Thriller,5.3,adrenaline,catharsis,positive_energy,engagement,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
